ID,governorate,age,name,gender
44864,New Valley,75,Justin Robles,1
44865,Menofia,59,Patricia Olson,0
44866,Qaliubiya,42,Jessica Flowers,0
44867,Ismailia,56,Karen Horn,0
44868,Port Said,46,Ashley Wilson,1
44869,Menofia,60,Douglas Lane,1
44870,Qena,70,Bradley Chung,1
44871,Sharkia,63,Donna Alvarez,0
44872,Minya,70,Dana Johnson,0
44873,Red Sea,44,Douglas Young,0
44874,Beheira,43,Karina Ford,1
44875,Kafr Al sheikh,26,Jason Scott,0
44876,Fayoum,80,Harry Cantrell,0
44877,Qena,62,Jeremiah Wheeler,0
44878,Gharbiya,41,Gregory Sanchez,0
44879,Minya,65,Amanda Martin,0
44880,Cairo,36,Julia Patterson,1
44881,Matrouh,33,Reginald Duffy,1
44882,Red Sea,79,Linda Walsh,0
44883,Fayoum,74,Amy Miller,1
44884,Ismailia,18,Rebecca Hayden,0
44885,Aswan,33,John Davis DDS,1
44886,Luxor,55,Michael Johnson,1
44887,Luxor,80,Jesse Mcintyre,1
44888,Gharbiya,22,Frederick Beard,0
44889,Minya,63,Stacey Lewis,0
44890,Alexandria,47,Nicole Hamilton,0
44891,Giza,44,Savannah Smith,0
44892,Giza,21,Jennifer Hess,0
44893,North Sinai,27,Stephanie Wilson,1
44894,Beheira,39,Amanda Harmon,0
44895,Minya,61,Jared Mckee,1
44896,Fayoum,48,Todd Moreno,1
44897,Luxor,74,Joseph Thomas,0
44898,Damietta,57,Michelle Stein,0
44899,Ismailia,45,Nancy Klein,1
44900,Sharkia,49,Paula Austin,1
44901,Kafr Al sheikh,37,Bonnie Smith,0
44902,Kafr Al sheikh,54,Neil Wheeler,0
44903,Ismailia,47,Michael Robertson,0
44904,Aswan,55,Michael Chandler,0
44905,Qaliubiya,69,Adam Patrick,1
44906,Suez,25,Kyle Parker,0
44907,Cairo,54,Daniel Reyes,1
44908,Kafr Al sheikh,78,Roger Green,1
44909,Cairo,37,Pamela Smith,1
44910,Assiut,69,Melinda Mccann,0
44911,South Sinai,33,Gregory Reyes,0
44912,Kafr Al sheikh,50,Michael Page,0
44913,Sohag,18,Heather Clements,1
44914,Kafr Al sheikh,32,Lynn Manning,0
44915,Menofia,73,Sharon Rios,1
44916,Red Sea,20,Bradley Paul,1
44917,Suez,75,Eric Mccormick,0
44918,Luxor,52,Tammy Silva,0
44919,Port Said,74,Jordan Parsons,0
44920,Matrouh,55,Joshua Mendoza,0
44921,Cairo,76,Zoe Dudley,1
44922,Port Said,71,Paula Rodriguez,1
44923,Ismailia,43,Jesus Kelley,0
44924,Qena,37,William Harris,0
44925,Kafr Al sheikh,65,Stacey Burnett,1
44926,Qena,68,Bruce Gray,0
44927,North Sinai,34,Tara Evans,0
44928,Giza,78,Ronald Pineda,0
44929,Kafr Al sheikh,63,Eric Brown,1
44930,Kafr Al sheikh,44,Rachel Miller,1
44931,Dakahlia,79,Tyler Petersen,1
44932,South Sinai,30,John Rose,0
44933,Fayoum,20,Amanda Mitchell,0
44934,Luxor,34,Kyle Trujillo,1
44935,New Valley,68,Kevin White,0
44936,Dakahlia,52,Douglas Silva,1
44937,Damietta,54,Rebecca Morgan,0
44938,Beheira,24,Kevin Lawrence,0
44939,Gharbiya,67,Patrick Garrett,0
44940,North Sinai,22,Amber Lynch,1
44941,Alexandria,46,Heather Conley,0
44942,Menofia,40,Susan Flores,0
44943,Fayoum,54,Jessica Potts,0
44944,Giza,57,Dr. Mark Glass,0
44945,Giza,32,Sara Knight,0
44946,New Valley,40,Travis Jones,1
44947,Sharkia,50,Vicki Lopez MD,1
44948,South Sinai,76,Matthew Soto,1
44949,Sharkia,40,Brian Miller,1
44950,Alexandria,56,Chad Burke,0
44951,Beheira,50,Shelia Chandler,0
44952,Minya,55,Michelle Lewis,1
44953,Red Sea,68,Amy Stephens,1
44954,Suez,32,Sherry Berry,0
44955,Beheira,48,Rodney Baker,0
44956,Damietta,28,Heather Nichols,0
44957,Qena,65,Michael White,0
44958,Kafr Al sheikh,56,Sandra Hickman,0
44959,Matrouh,36,James Li,1
44960,Port Said,50,Jennifer Flores,1
44961,Kafr Al sheikh,52,Bonnie Nichols,1
44962,Menofia,31,Edward Johnson,1
44963,North Sinai,21,Jose Knox,1
44964,Luxor,36,Matthew Franklin,1
44965,Alexandria,57,Kevin Martinez,1
44966,Qaliubiya,30,Raymond Scott,1
44967,Qaliubiya,36,Amy Norton,1
44968,South Sinai,75,Bobby Wood,1
44969,Alexandria,55,Danielle Sanders,0
44970,Qena,52,Christian Harris,0
44971,Luxor,21,Jason Parker,1
44972,South Sinai,48,David Owens,0
44973,New Valley,56,Douglas Howard,0
44974,Port Said,80,Patrick Cox,1
44975,Fayoum,80,Derek Flores,0
44976,Red Sea,53,Leah Long,1
44977,Fayoum,29,Rebecca Richmond,1
44978,Suez,19,Jenna Dickerson,1
44979,Qena,34,Dorothy Anderson,0
44980,South Sinai,32,Ashlee Harris,1
44981,Kafr Al sheikh,78,Peter Owens,0
44982,Beni Suef,20,Melissa Anderson,0
44983,Aswan,73,Paul Ellis,1
44984,Qaliubiya,72,Kristie Alexander,0
44985,Dakahlia,53,Amanda Stone,0
44986,Ismailia,58,William Archer,0
44987,Fayoum,39,David Smith,0
44988,Red Sea,57,Kathleen Cameron,0
44989,Fayoum,48,Mark Santiago,0
44990,Matrouh,72,Luke Brown,1
44991,Sohag,78,Michael Paul,0
44992,Port Said,49,Matthew Walker,1
44993,Aswan,73,Jeremiah Holmes,1
44994,Fayoum,76,Dr. Tyler Armstrong,1
44995,Menofia,24,Judy Garcia,0
44996,New Valley,51,Sharon Dixon,1
44997,South Sinai,69,Dennis Sherman,0
44998,Beni Suef,21,Erin Lee,0
44999,Giza,23,William Oconnor,1
45000,Beheira,24,Shane Carlson,1
45001,Red Sea,61,Mr. Colin West,1
45002,Matrouh,34,Jorge Duke,0
45003,New Valley,31,Edwin Davenport,0
45004,Ismailia,21,John Schmidt,0
45005,Cairo,18,Carol Harris,1
45006,Cairo,35,Kathryn Boyd,1
45007,Red Sea,76,Victor Stephens,0
45008,Luxor,69,Jeffery Garrett,1
45009,Qaliubiya,24,Zoe Blair,1
45010,Beni Suef,29,Amanda Taylor,0
45011,Qaliubiya,56,Kimberly Brooks,1
45012,Kafr Al sheikh,27,Cynthia Powell,0
45013,Minya,79,Andrea Owens,1
45014,Beni Suef,30,Joshua Hatfield,0
45015,Assiut,69,Amy Potter,1
45016,Menofia,58,Andrew Olson,0
45017,South Sinai,49,Erin Hardy,0
45018,Red Sea,57,Patricia Wilson,0
45019,Beni Suef,27,Daniel Rivers,1
45020,Red Sea,63,Leslie Washington,0
45021,Alexandria,19,Alex Jordan,1
45022,Luxor,60,Christopher Fisher,0
45023,Sohag,65,Kimberly Wilkinson,1
45024,Gharbiya,50,Stephen Williams,0
45025,Sohag,58,Katie Nichols,1
45026,Red Sea,75,Stacey Lewis,0
45027,Damietta,44,Douglas Young,1
45028,North Sinai,51,Caitlin Farley,1
45029,Ismailia,34,Matthew Edwards,0
45030,Minya,24,Kelly Potter,1
45031,Alexandria,53,Paul Vasquez,0
45032,Kafr Al sheikh,32,Diana Chavez,1
45033,Assiut,41,Tim Chan,0
45034,Suez,70,Julian Olson,0
45035,Menofia,72,James Wright,0
45036,Dakahlia,53,Brandon Costa,1
45037,Qaliubiya,42,Autumn Tucker,1
45038,Beni Suef,59,Andrew Martinez Jr.,0
45039,North Sinai,32,Gary Miles,1
45040,Giza,42,Kayla Lowe,0
45041,Alexandria,67,Susan Foster,1
45042,Beni Suef,74,Joseph Tucker,1
45043,Beheira,33,Melinda Paul,1
45044,Assiut,41,Katherine Morgan,1
45045,Port Said,66,Cassie Goodman,1
45046,Assiut,78,Mark Gonzales,0
45047,Menofia,54,Gina Kennedy,0
45048,Sharkia,25,Jeremy Gilbert,1
45049,Port Said,74,Jennifer Vance,0
45050,Beni Suef,53,Lauren Harding,0
45051,Giza,34,Eric Montgomery,0
45052,Fayoum,24,Sara Benton,1
45053,Giza,59,Brett Moore,0
45054,Matrouh,42,Juan Rios,0
45055,Minya,38,Elizabeth Bradshaw,0
45056,Menofia,47,Gene Cochran,1
45057,South Sinai,47,Rhonda Cooper,1
45058,Ismailia,24,Brittany Wilson,0
45059,Giza,52,Michael Hampton,1
45060,Dakahlia,80,Joshua Carlson,0
45061,Dakahlia,24,Thomas Anderson,1
45062,Gharbiya,21,Shane Hull,0
45063,South Sinai,24,Laura Rodriguez,0
45064,Gharbiya,32,Joseph Chandler,1
45065,Suez,24,Sabrina Davis,0
45066,Beheira,77,Jonathan Wade,1
45067,Minya,72,Francis Davis,0
45068,Assiut,64,Joseph Chang,1
45069,Aswan,55,Kelli Smith,1
45070,New Valley,30,Cheryl Carter,0
45071,Red Sea,37,Jennifer Jackson,0
45072,Qaliubiya,63,Eric Mayer,0
45073,Beheira,49,Jennifer Branch,1
45074,Qena,55,Amy Summers,1
45075,Sharkia,49,April Black,0
45076,Assiut,44,Richard Reese,1
45077,Sharkia,48,Amy Wu,0
45078,Dakahlia,30,Brian Crawford,1
45079,Kafr Al sheikh,56,Stacey Smith,0
45080,Dakahlia,34,Phillip Horton,1
45081,Sohag,68,Edwin Walker,1
45082,Cairo,31,Taylor Oliver,0
45083,Beni Suef,54,Traci Stevens,1
45084,North Sinai,61,Gary Jones,1
45085,Fayoum,37,Brianna Wise,1
45086,Sohag,65,Diane Johnson,0
45087,Aswan,55,Lori Williams,0
45088,Alexandria,38,Morgan Estrada,0
45089,Menofia,70,Casey Williams,0
45090,Minya,42,Robin Turner,0
45091,Sharkia,22,Chelsea Allison,0
45092,Matrouh,73,Kenneth Ellis,1
45093,Aswan,57,Catherine Martin,0
45094,Aswan,72,Kyle Burns,0
45095,Matrouh,28,Cheryl Holt,1
45096,Qaliubiya,29,David Hansen,0
45097,Gharbiya,36,David Newman,1
45098,Suez,74,Robert Perkins,1
45099,Beheira,59,Aaron Price,1
45100,Beheira,26,Mathew Scott,1
45101,Beni Suef,45,Crystal Sweeney,0
45102,Sohag,52,Stephen Arias,1
45103,Sohag,68,Sheila Pierce,1
45104,Dakahlia,18,Joy Weaver,1
45105,Minya,47,Kelly Mcdonald,0
45106,Dakahlia,70,Andrew Weaver,1
45107,Matrouh,68,Keith Henderson,1
45108,Minya,44,Linda Thompson,1
45109,South Sinai,69,Justin Bates,0
45110,Beni Suef,55,Marie Tran,0
45111,Assiut,40,Mary Sanchez,0
45112,Aswan,31,Julia Coleman,1
45113,Menofia,60,Amber Odom,0
45114,Qena,33,Jason Stone,0
45115,Menofia,70,Daniel Clark,1
45116,Cairo,39,Yvette Kirk,1
45117,Matrouh,72,Jason Clark,0
45118,Suez,72,Janet Moss,1
45119,Luxor,39,Matthew Flynn,1
45120,North Sinai,73,Christopher Rocha,1
45121,Sharkia,70,Courtney Juarez,1
45122,Kafr Al sheikh,64,Austin Aguilar,0
45123,Beni Suef,69,Paul Hamilton,0
45124,Damietta,48,Mary Cline,1
45125,Gharbiya,68,Mackenzie Jackson,1
45126,Qaliubiya,34,Robert Garcia,1
45127,New Valley,72,Shannon Guzman,0
45128,Alexandria,38,David Harrison,0
45129,Kafr Al sheikh,38,Chloe Mitchell,0
45130,Kafr Al sheikh,75,Elizabeth Ferguson,0
45131,Minya,65,Kathryn Jackson,1
45132,New Valley,24,Jose Washington,1
45133,Sharkia,80,Wendy Gutierrez,0
45134,Luxor,36,James Harper,0
45135,Qena,68,Debra Fuller,1
45136,Fayoum,70,Matthew Wiley,0
45137,Red Sea,74,Brandon Johnson,1
45138,Giza,80,Brandon Costa,0
45139,Port Said,64,Kyle Buckley,1
45140,Assiut,27,Amanda Davis,1
45141,Damietta,76,Kathryn Williams,0
45142,Menofia,41,Andrea Patel,0
45143,Red Sea,58,Phillip Campos,1
45144,New Valley,37,Jennifer Ortiz,0
45145,Beni Suef,50,Lawrence Ashley,1
45146,Aswan,41,Jennifer Jackson,0
45147,Damietta,66,Jamie Woods,0
45148,Luxor,44,Gregory Wood,0
45149,Beni Suef,44,Michael Taylor,0
45150,New Valley,73,Teresa Mcdowell,1
45151,North Sinai,60,Kristen Cervantes,1
45152,Sohag,51,Mr. Larry Owens,0
45153,Giza,25,Bradley Singh,0
45154,Matrouh,38,Jennifer Boyd,1
45155,Cairo,26,Karen Anderson,1
45156,Red Sea,60,Stephanie Jones,0
45157,Aswan,29,Michael Whitehead,0
45158,Suez,24,Heather Wood,1
45159,Alexandria,75,Bryan Stevens,0
45160,Gharbiya,55,Alan Stanley,1
45161,Beni Suef,52,Tiffany Moore,0
45162,Cairo,67,Mrs. Deborah Jarvis,0
45163,Sohag,76,Matthew Butler,0
45164,Giza,19,Scott Wright,0
45165,Gharbiya,34,Richard Garcia,1
45166,Matrouh,25,Alicia Nelson,1
45167,Giza,77,Aaron Burns,1
45168,Qaliubiya,40,Brittany Contreras,0
45169,Gharbiya,76,Gregory Matthews,1
45170,Damietta,77,Jessica Banks,0
45171,Ismailia,47,Amanda Colon,1
45172,Sohag,39,Alison Todd,1
45173,Port Said,31,Samantha Franklin,1
45174,Beni Suef,75,Roger Sanders,1
45175,Beni Suef,50,Tammy Adams,1
45176,Sharkia,25,Eric Dawson,0
45177,Sohag,27,Christina Lane,0
45178,South Sinai,31,Rhonda Cooper,1
45179,Assiut,55,Todd Murray,0
45180,North Sinai,22,John Patterson,0
45181,Menofia,64,Charles Hunt,0
45182,Qena,18,Jennifer Miles,1
45183,Sohag,34,Christopher Trujillo,0
45184,Menofia,61,Tracy Dudley,1
45185,Menofia,80,Tyler Cobb Jr.,0
45186,Assiut,22,Vernon Fleming,1
45187,Red Sea,34,Stephanie Aguilar,1
45188,Qena,36,Curtis Mann,0
45189,Red Sea,62,Caroline Floyd,1
45190,Qena,29,Cassie Atkinson,1
45191,Port Said,21,Jennifer Hill,1
45192,Sharkia,53,Tyler Walter,1
45193,Sohag,25,Molly Johnson,1
45194,Menofia,44,Mary Miller,1
45195,Matrouh,48,David Parks,1
45196,Qena,36,Jennifer Hall,1
45197,Beni Suef,62,Jordan Chavez,1
45198,Giza,37,Michele Johnson,0
45199,Dakahlia,31,Alan Stone,0
45200,Qaliubiya,61,Brenda Flynn,1
45201,Sharkia,24,Courtney Juarez,0
45202,Kafr Al sheikh,56,Christian Blake,0
45203,Alexandria,40,Henry Little,1
45204,Qaliubiya,55,Linda Curtis,1
45205,Ismailia,29,Steven Davis,1
45206,Minya,31,Andre Russell,1
45207,Beni Suef,20,Adam Parker,0
45208,Aswan,77,Richard Salinas,1
45209,Suez,25,Richard Beck,1
45210,Aswan,52,Monica Bennett,0
45211,Minya,69,Lucas Hoover,0
45212,Giza,71,Bobby Ruiz,1
45213,Alexandria,62,David Mack,0
45214,Minya,31,Brenda Forbes,1
45215,Alexandria,54,Daniel Hill,0
45216,South Sinai,20,Jo Woodward,0
45217,Fayoum,72,Stephanie Lee,0
45218,Qaliubiya,56,Joshua Bowman,1
45219,Giza,25,Patricia Olson,1
45220,Giza,44,Bridget Walker,1
45221,Suez,29,Anthony Hawkins,1
45222,Dakahlia,79,Allison Thornton PhD,1
45223,Beheira,68,Molly James,1
45224,Gharbiya,69,Michelle Thomas,1
45225,Sharkia,38,Phillip Atkinson,1
45226,Giza,79,Leah Alexander,0
45227,South Sinai,59,Jessica Long,0
45228,New Valley,55,Hannah Calderon,1
45229,Qaliubiya,44,William Shaw,1
45230,Sharkia,35,Randy Rush,1
45231,Fayoum,49,Penny Blair,1
45232,Alexandria,73,Ronald Martinez,1
45233,Qaliubiya,63,Roy Fuentes,0
45234,Fayoum,27,Alexis Graham,0
45235,Port Said,40,Rachel Fitzgerald,1
45236,Dakahlia,35,Fernando George,1
45237,Gharbiya,45,Dr. Bryan King MD,0
45238,Giza,78,Barry Booker,1
45239,Beheira,43,Lauren Harding,1
45240,Qena,65,Robert Archer DVM,1
45241,Sharkia,73,Pamela Harrison,0
45242,Menofia,34,Melissa Clark DDS,1
45243,Alexandria,62,Samantha Black,0
45244,Port Said,21,Karen Floyd,0
45245,Dakahlia,38,Heather Ward,1
45246,Luxor,22,Jonathan Rivera,1
45247,Sharkia,60,Lisa Brewer,1
45248,Damietta,19,Shaun Kelley,0
45249,Sharkia,63,Justin Hughes,0
45250,Assiut,42,Robin Whitaker,0
45251,Qena,56,Joseph Knapp,1
45252,Cairo,73,Peter Coleman,0
45253,Matrouh,40,Lucas Ray,1
45254,Damietta,34,Bianca Moore,0
45255,Aswan,38,Logan Ramos,0
45256,Qena,67,Richard Martinez,0
45257,Sohag,35,Kelly Mcdonald,1
45258,South Sinai,65,Jacob Huerta,0
45259,Menofia,42,Cody Winters,1
45260,Assiut,29,Joshua White,0
45261,Port Said,48,Meagan Harrington,1
45262,Giza,24,John Rios,1
45263,Ismailia,70,Scott Lang,1
45264,North Sinai,80,Ivan Nelson,0
45265,Suez,36,Thomas Barber,0
45266,North Sinai,37,Colton Bartlett,1
45267,Ismailia,31,Mark Schmidt,1
45268,Menofia,66,Phyllis Montgomery,1
45269,Cairo,54,Levi Juarez,1
45270,North Sinai,35,Kiara Rojas,1
45271,Kafr Al sheikh,31,Scott Pena DVM,0
45272,Aswan,57,Gregory Duncan,1
45273,Cairo,75,Diane Bennett,0
45274,North Sinai,50,Nicole Perkins,1
45275,Giza,70,Dylan Bush,1
45276,Damietta,73,Calvin Lee MD,1
45277,Port Said,75,James Lang,0
45278,Luxor,30,Karl White,1
45279,Gharbiya,70,Rebecca Wilson,0
45280,Qena,24,Trevor Joseph,1
45281,Kafr Al sheikh,55,Heather Camacho,0
45282,Cairo,22,John Bullock,1
45283,Luxor,61,Robert Ford,1
45284,Red Sea,33,Matthew Walker,1
45285,Qaliubiya,33,Sandra Marshall,1
45286,Aswan,52,Vincent Rowland,0
45287,Ismailia,60,Julie Sanders,1
45288,Qaliubiya,54,Brian Anderson,0
45289,Beni Suef,68,Connor Newman,1
45290,Minya,26,Danielle Torres,0
45291,Suez,72,James Gonzales,1
45292,Qena,31,Mrs. Deborah Jarvis,0
45293,Qena,73,Maxwell Hogan,1
45294,Red Sea,34,Patrick Rhodes,0
45295,Suez,67,Katherine Thompson,1
45296,Port Said,79,Kaitlyn Johnson,0
45297,Minya,25,Heather Flowers,0
45298,Luxor,25,Daniel Carlson,0
45299,Dakahlia,47,David Dennis,0
45300,Sohag,43,Regina Hodges,1
45301,Ismailia,33,Chelsea Harvey,0
45302,Minya,28,Martin Bennett,1
45303,Giza,24,Timothy Petty,0
45304,Cairo,43,Matthew Hicks,0
45305,Beheira,28,James Russo,0
45306,Matrouh,74,Jason Braun,1
45307,Giza,60,Curtis Simmons,1
45308,Matrouh,55,Patrick Thomas,1
45309,Gharbiya,48,Andrew Banks,0
45310,South Sinai,22,Tracey Palmer,1
45311,Beni Suef,25,Bruce Bowen,0
45312,Assiut,66,Walter Scott,1
45313,Giza,62,Laurie Nguyen,0
45314,Port Said,23,Kelly Schroeder,1
45315,Sharkia,48,Richard Lindsey,0
45316,Sohag,39,Jeffrey Perez,0
45317,Aswan,67,Taylor Hawkins,1
45318,Aswan,74,Donna Clayton,1
45319,Sharkia,24,Cameron Stanley,1
45320,Damietta,74,Kenneth Rivera,0
45321,Aswan,27,Jonathon Phillips,1
45322,New Valley,39,Deborah Petersen,1
45323,North Sinai,51,Dale Mckinney,1
45324,Assiut,74,Kenneth Hansen,0
45325,Aswan,30,Alexander Benitez,0
45326,Qaliubiya,34,Nathan Clark,0
45327,Gharbiya,79,Kyle Lopez,0
45328,Giza,38,Rachael Mcclain,1
45329,Red Sea,65,Chelsea Roberts,0
45330,Port Said,41,Jacob Reyes,0
45331,Sohag,21,Rebecca Jenkins,1
45332,Qena,23,Chase Simon,1
45333,North Sinai,32,Jesse Forbes,0
45334,Aswan,35,Linda Colon,0
45335,Giza,21,Derek Smith,0
45336,Assiut,68,Anna Russell MD,1
45337,Dakahlia,61,Tammy Hanson,1
45338,Cairo,79,Joshua Daniel,0
45339,Ismailia,80,Joseph Robinson,0
45340,Matrouh,37,Brooke Thomas,1
45341,Red Sea,51,Caroline Fitzgerald,0
45342,Gharbiya,28,Jared Andrews,0
45343,Minya,66,Crystal Miller,1
45344,New Valley,50,Leah Huff,0
45345,Damietta,43,Brandon Watts,1
45346,Qaliubiya,21,Linda Torres,0
45347,Damietta,56,Mariah Foster,1
45348,Beheira,46,Amanda Hendricks,1
45349,Giza,66,Stephanie Woods,1
45350,Giza,62,Mary Rhodes,1
45351,Kafr Al sheikh,69,Jared Morrow DDS,0
45352,Dakahlia,77,William Harris,1
45353,Kafr Al sheikh,53,Amy Sullivan,1
45354,Sohag,18,Dalton Williams,0
45355,Red Sea,20,Kristen Griffin,0
45356,South Sinai,69,Stacey Glover,0
45357,Sohag,47,Charles Garza,0
45358,Assiut,41,Gordon Watts,0
45359,Fayoum,69,Joseph Juarez,1
45360,Dakahlia,70,Phyllis Frazier,0
45361,Damietta,46,Nicole Dixon,0
45362,South Sinai,35,Diane Parks,0
45363,Alexandria,46,Gary Hill,1
45364,Aswan,44,Michael Davis,1
45365,Dakahlia,22,Christopher Hartman,0
45366,Alexandria,45,William Wright,0
45367,South Sinai,35,Christopher Mcdowell,0
45368,Alexandria,18,Jonathon Thomas,0
45369,Qena,64,Tyler Brown,0
45370,New Valley,51,Gina Cole,1
45371,New Valley,42,Edward Washington,1
45372,Fayoum,49,Jeremy Caldwell,1
45373,Sharkia,20,Veronica Johnston,1
45374,Red Sea,72,Misty Hall,0
45375,South Sinai,77,Beth James,0
45376,Luxor,21,Henry Soto,0
45377,Port Said,30,Jasmine Garcia,0
45378,Beni Suef,63,Matthew Wiley,0
45379,Suez,36,Brian Parrish,0
45380,Qena,73,George Gutierrez,1
45381,Giza,72,Melissa Moore,1
45382,Gharbiya,80,Paul Jones,0
45383,Damietta,19,Erika Alexander,0
45384,Ismailia,55,Steven Salazar,0
45385,Red Sea,28,Craig Rose,0
45386,Suez,49,Andrea Lawrence,0
45387,Giza,52,Jerry Kelley,0
45388,Alexandria,54,Ashley Clark,0
45389,North Sinai,53,Kimberly Hurst,1
45390,Suez,61,Autumn Powell,0
45391,Damietta,63,Shawna Barrett,1
45392,Suez,46,Christopher Sanders,1
45393,Fayoum,22,Benjamin Bailey,0
45394,Damietta,34,Travis Mcknight,1
45395,Dakahlia,47,Kelly Strickland,0
45396,Sohag,60,William Campbell,0
45397,South Sinai,19,James Hernandez,0
45398,Dakahlia,77,Earl Clayton,0
45399,Sharkia,20,Pamela Ryan,1
45400,North Sinai,33,Shannon Clark,1
45401,Luxor,64,Veronica Carpenter,1
45402,Qena,49,Matthew Arroyo,1
45403,Sharkia,47,Elizabeth Moran,0
45404,Dakahlia,64,Crystal Fisher,1
45405,North Sinai,70,Alan James,1
45406,Fayoum,66,Gary Wheeler,0
45407,Menofia,41,Nancy King,1
45408,Menofia,39,Victoria Scott,1
45409,South Sinai,23,Dennis Carr,1
45410,Aswan,56,Richard Taylor,0
45411,New Valley,41,Alexandria Fitzgerald,0
45412,Sohag,67,Nicholas Castillo,0
45413,Alexandria,18,Mary Carpenter,0
45414,Menofia,58,Ethan Chambers,0
45415,Port Said,31,Daniel Winters,1
45416,North Sinai,48,Joseph Huynh,1
45417,Qaliubiya,64,Michael Duran,1
45418,Beni Suef,25,Jerry Weber,1
45419,Luxor,55,Ashley Gomez,1
45420,Damietta,52,Diana Floyd,1
45421,Cairo,35,Angela Bridges,1
45422,New Valley,18,Margaret Garrett,1
45423,Assiut,68,Nicole Oneal,1
45424,Menofia,24,Elizabeth Alvarez,1
45425,South Sinai,29,John Hudson,1
45426,Dakahlia,56,Jonathan Norris,1
45427,Red Sea,57,Riley Davis,0
45428,Assiut,33,Adam Jones,0
45429,South Sinai,61,Louis Carter,1
45430,New Valley,21,Melissa Payne,1
45431,Menofia,36,Robert Ortiz,0
45432,Luxor,54,Jasmine Clark,0
45433,South Sinai,32,Jason Mora,0
45434,Sharkia,38,Brian Holt,0
45435,Matrouh,41,Penny Osborne,1
45436,Giza,65,Dr. Lauren Patrick,0
45437,Fayoum,37,Roy Fuentes,0
45438,Aswan,71,Diane Sanchez,0
45439,Gharbiya,20,Crystal Hall,1
45440,Gharbiya,45,Julie Johnson,1
45441,New Valley,48,Jill Maldonado,0
45442,Gharbiya,36,George Holt,1
45443,Assiut,72,Christopher Bell,0
45444,Minya,48,Matthew Bishop,1
45445,Assiut,38,Daniel Carr,0
45446,Gharbiya,22,Thomas Adams MD,0
45447,Port Said,45,Kristy Evans,0
45448,Qaliubiya,50,Robert Mullen,0
45449,Sohag,46,Brandy Ford,0
45450,Luxor,62,Jessica Porter,0
45451,Dakahlia,20,Paul Figueroa,0
45452,Luxor,40,Elizabeth Adams,1
45453,Menofia,60,Jeanette Cline,1
45454,New Valley,35,Vanessa Carter,1
45455,Minya,47,John Hill,1
45456,Kafr Al sheikh,28,Christina Kelly,1
45457,Red Sea,55,James Diaz,1
45458,Ismailia,19,Manuel Castillo,0
45459,Qaliubiya,39,Traci Wilson,1
45460,North Sinai,41,Nicholas Oconnell,1
45461,Luxor,32,Carlos Gross,0
45462,Kafr Al sheikh,79,Heather Davis,0
45463,Alexandria,43,Dr. Madison Martinez,0
45464,New Valley,58,Carlos Garrett,0
45465,Suez,71,Jessica Hansen,0
45466,Dakahlia,35,Joshua Perry,0
45467,New Valley,49,Jason Freeman,0
45468,Aswan,69,Debbie Lee,0
45469,Minya,68,Ashley Davis,1
45470,Port Said,47,Valerie Maxwell,0
45471,Assiut,79,David Cannon,1
45472,Sharkia,58,Dennis Anderson,1
45473,Matrouh,20,Laura Melton,0
45474,Qena,79,James Rodriguez,1
45475,Menofia,65,Andrew Powers,1
45476,Qaliubiya,49,Todd Compton,1
45477,Suez,56,Kenneth Webb,1
45478,Damietta,19,Paul Figueroa,1
45479,Dakahlia,19,Jessica Todd,0
45480,Luxor,51,Eric Holden,0
45481,Ismailia,66,Chase Ray,0
45482,Sharkia,75,Brittany Williams,0
45483,Beheira,35,Jeffrey White,0
45484,Aswan,44,Brittany Oconnor,1
45485,Matrouh,78,Ashley Bailey,0
45486,Port Said,59,Sharon Rios,0
45487,Fayoum,20,Cody Williams,0
45488,Beni Suef,21,Russell Mckee,0
45489,Alexandria,36,Matthew Scott,1
45490,Sharkia,31,Mario Scott,0
45491,Damietta,38,Aaron Simon,1
45492,Minya,19,Trevor Tran,1
45493,Assiut,66,Anthony Clark,1
45494,Qena,36,Bianca Harrison,1
45495,Fayoum,57,Melinda Dunn,0
45496,Port Said,47,Steven Lopez,1
45497,Red Sea,28,David Jimenez,1
45498,Luxor,48,Kyle Clark,0
45499,Matrouh,45,James Gonzalez,1
45500,South Sinai,78,Jacob Lester,1
45501,Aswan,52,Amy Sullivan,0
45502,Fayoum,63,Erik Miller Jr.,0
45503,Damietta,63,Steven Gentry,0
45504,Port Said,27,James Robbins,0
45505,Assiut,52,Stephen Jackson,1
45506,Qaliubiya,69,Jason Shelton,1
45507,Sohag,25,Gwendolyn Porter,0
45508,Suez,50,Stephanie Robertson,1
45509,Cairo,73,Jennifer Ray,1
45510,Minya,47,Angela Mcpherson,0
45511,Giza,41,Brittany Arias,1
45512,Sohag,23,Casey Thompson,1
45513,Beni Suef,75,Edwin Wong,0
45514,Assiut,69,Thomas Keith,0
45515,Damietta,52,Diamond Velasquez,1
45516,Sohag,54,Anita Patterson,0
45517,New Valley,56,Jonathan Frank,1
45518,Gharbiya,45,Brad Rhodes,1
45519,Qena,76,Anthony Burgess,1
45520,Qena,39,Chad Nolan,0
45521,Assiut,42,Mark Carter,0
45522,Kafr Al sheikh,21,Ashley Gomez,0
45523,Dakahlia,18,Jasmine Clark,1
45524,Port Said,63,Tyler Love,1
45525,Qena,66,Cody Cook,1
45526,South Sinai,65,Donna Brown,1
