ID,governorate,age,name,gender
59617,Alexandria,48,Elijah Payne,1
59618,Luxor,79,Vincent Foster,0
59619,Damietta,18,Charles Nixon,1
59620,Beheira,46,Tiffany Love,0
59621,Damietta,30,Erin Hamilton,1
59622,Luxor,78,Patricia Wilson,1
59623,Kafr Al sheikh,80,Cathy Reynolds,0
59624,Menofia,30,Taylor Simmons,0
59625,Red Sea,63,Sandra Rodriguez,1
59626,Gharbiya,32,Malik Mcgrath,1
59627,Qaliubiya,72,Kimberly Decker,0
59628,Beni Suef,30,Justin Harrington,0
59629,Beheira,63,Anthony Santiago,0
59630,Cairo,67,Cassandra Patrick,0
59631,Gharbiya,64,Michelle Gray,1
59632,Red Sea,74,Lisa Knox,0
59633,Sharkia,63,Jaime Norman,1
59634,Gharbiya,23,Kevin Guerrero,1
59635,Cairo,38,Michael Sharp,1
59636,Matrouh,58,Jordan Crosby,0
59637,Minya,72,Jeffrey Hammond,1
59638,Red Sea,57,Christy Scott,1
59639,Luxor,38,Anthony Santiago,0
59640,Port Said,19,Mary Lara,1
59641,Beheira,69,Stephanie Thompson,1
59642,Dakahlia,67,Douglas Johnson,0
59643,North Sinai,40,Garrett Williams,1
59644,North Sinai,67,Lisa Day,1
59645,Kafr Al sheikh,70,Russell Travis,0
59646,Qaliubiya,62,Sandra Wright,1
59647,Beheira,59,Samantha Farmer,1
59648,Menofia,80,Jean Chandler,0
59649,Fayoum,79,Ann Preston,1
59650,South Sinai,56,Ms. Laurie Shaw,0
59651,Cairo,67,John Robinson DDS,0
59652,North Sinai,30,Steven Rodriguez,1
59653,Red Sea,49,Samantha Rice,1
59654,Damietta,38,Douglas Wallace,1
59655,Ismailia,40,Valerie Munoz,1
59656,Fayoum,77,John Little,1
59657,Menofia,53,Anna Sandoval,0
59658,Qaliubiya,55,Edward Tate,0
59659,Beni Suef,21,Brenda Griffin,0
59660,Damietta,35,Stephen Garcia,1
59661,Giza,53,James Evans,0
59662,North Sinai,39,Laura Rangel,1
59663,Assiut,35,Angie Green,0
59664,New Valley,51,Sarah Boyle,0
59665,Cairo,29,Mary Taylor,0
59666,Kafr Al sheikh,18,Jill Davenport,0
59667,Port Said,59,Briana Lopez DVM,1
59668,Qena,65,Kathryn Roberts,1
59669,Sohag,33,Anthony Lopez,0
59670,Kafr Al sheikh,32,Nicholas Wilson,1
59671,Luxor,76,Ashlee Harris,0
59672,Port Said,29,Jason Hall,0
59673,Minya,72,Daniel Ferguson,0
59674,Qaliubiya,22,Jennifer Hernandez,1
59675,North Sinai,60,Ronald Flores,0
59676,Qaliubiya,19,Amy Brady,1
59677,Matrouh,79,Hannah Ramirez,0
59678,Menofia,65,Victoria Reynolds,0
59679,Cairo,71,John Mercado DDS,0
59680,Beni Suef,38,Michael Cook,1
59681,Giza,18,Stephanie Flores,1
59682,Beheira,27,Jose Singleton,1
59683,South Sinai,73,Shirley Thomas,0
59684,Kafr Al sheikh,57,Eric Baker,1
59685,Cairo,77,Rickey Harrell,0
59686,Beni Suef,29,Karen Wells,0
59687,Port Said,46,Melanie Hodges,0
59688,South Sinai,60,Jose Williams,0
59689,Damietta,26,Lisa Deleon,1
59690,South Sinai,51,Angela Sanchez,0
59691,Matrouh,55,Jeremy Bowers,0
59692,Sharkia,27,Sheila Guzman,0
59693,Port Said,47,Carlos Erickson,0
59694,Matrouh,78,Anne Christian,0
59695,Menofia,65,Dr. Bryan King MD,0
59696,Minya,26,Phillip Barr,0
59697,Damietta,21,Rhonda Simpson,1
59698,North Sinai,28,Melissa Ramsey,0
59699,South Sinai,55,Ronnie Underwood,1
59700,Kafr Al sheikh,25,Sheila Alexander,1
59701,Suez,62,Brittany Contreras,1
59702,Alexandria,75,Ryan Vazquez,0
59703,Gharbiya,51,Douglas Diaz,1
59704,Qaliubiya,29,Morgan Cameron,1
59705,South Sinai,79,Dr. Jackson Johns MD,1
59706,New Valley,63,Gina Hernandez,0
59707,Beheira,56,Joe Dyer,0
59708,Qena,44,Jessica Harvey,1
59709,Cairo,50,Gregory Diaz,0
59710,Sohag,37,Jeffrey Escobar,0
59711,Red Sea,63,Holly Coleman,0
59712,Sohag,39,Lauren Mcintyre,0
59713,Beni Suef,74,Jacqueline Gilbert,1
59714,Dakahlia,41,Julie Hayes,1
59715,South Sinai,27,Nicholas Mccarthy,0
59716,Menofia,55,Jason Barnett,0
59717,Kafr Al sheikh,28,April Soto,1
59718,Beheira,57,Danielle Allen,0
59719,South Sinai,71,Christina Walker,1
59720,North Sinai,35,Anne Perez,0
59721,Sharkia,27,Nathan Neal,1
59722,Menofia,68,Shane Mccormick,0
59723,Assiut,60,Morgan Rivera,0
59724,Cairo,47,Sara Hunt,0
59725,Aswan,53,Paul Griffin,0
59726,Matrouh,33,Andrew Herman,0
59727,Cairo,45,Kimberly Hurst,1
59728,Beni Suef,68,Adam Andrade,0
59729,Sharkia,67,Victoria Sparks,0
59730,Minya,49,Daniel Wu,0
59731,Aswan,66,Sheila Wilson,1
59732,Beheira,40,William Snyder,0
59733,Sharkia,50,Makayla Lewis,0
59734,Cairo,29,Russell Morse,1
59735,Luxor,56,Brenda Johnson,0
59736,New Valley,59,Lisa Thompson,0
59737,Dakahlia,44,Sheryl King,0
59738,Qaliubiya,34,Cameron Li,1
59739,Minya,25,Justin Powell,0
59740,Beheira,42,John Good,1
59741,Qaliubiya,53,Melissa Perez,1
59742,Cairo,34,James Gonzalez,0
59743,Luxor,66,Melissa Williams,0
59744,Ismailia,76,Curtis Mann,0
59745,Assiut,71,Chase Nguyen,0
59746,Menofia,59,Anthony Johnson,0
59747,Sharkia,51,Justin Graham,1
59748,Dakahlia,68,David Sanchez,1
59749,Beni Suef,51,Theresa Boyle,0
59750,Qena,47,James Tate,0
59751,Damietta,44,Robin Travis,0
59752,Aswan,24,Ruth Jenkins,1
59753,North Sinai,46,Ashley Gonzales,0
59754,Minya,24,Margaret Santiago,0
59755,Beheira,54,Dana Murphy,0
59756,Port Said,63,Sandra Anderson,1
59757,Alexandria,51,Anthony Taylor,0
59758,South Sinai,52,Stephanie Woods,0
59759,Menofia,71,Melinda Paul,1
59760,Aswan,42,Francisco Wilson,1
59761,Alexandria,77,Nicole Dawson,0
59762,Sohag,19,Jacob Winters,1
59763,Qaliubiya,50,Lauren Peck,1
59764,Minya,68,Sarah Jones,1
59765,Sohag,24,Jillian Rogers,1
59766,Menofia,37,Dr. Lauren Patrick,1
59767,Luxor,73,Allison Watts,0
59768,North Sinai,50,Donald Olsen,1
59769,Port Said,59,Gina Suarez,0
59770,Matrouh,78,Chad Coleman,1
59771,Suez,62,Katherine Mason,0
59772,Alexandria,42,Bryan Robinson,1
59773,Qena,66,Logan Morgan,1
59774,New Valley,64,Eric Obrien,1
59775,Qaliubiya,42,Dana Wright,0
59776,Matrouh,40,Kurt Lowery,0
59777,South Sinai,19,Linda Thompson,0
59778,Luxor,18,Tim Shepard,0
59779,Fayoum,68,Anna Grant,0
59780,Kafr Al sheikh,51,Luis Hansen,1
59781,Giza,46,Rhonda Williams,0
59782,North Sinai,74,Cassandra Hill,0
59783,Ismailia,25,Kaylee Wright,1
59784,South Sinai,47,Lisa Hernandez,0
59785,Kafr Al sheikh,74,Edward Ross,1
59786,Matrouh,34,Alyssa Bradley,0
59787,Red Sea,55,Samuel West,0
59788,Cairo,19,Dustin Dawson,1
59789,Qaliubiya,44,Miguel Campbell,0
59790,Suez,53,Timothy Weiss,0
59791,Fayoum,45,Justin Powell,0
59792,Beni Suef,49,Phillip Thompson,0
59793,Cairo,71,Stephanie Shelton,0
59794,Luxor,22,Gina Suarez,0
59795,Alexandria,47,Corey Love,1
59796,Dakahlia,78,Christopher Jacobs,0
59797,Beheira,79,Julie Carey,0
59798,Dakahlia,78,Christopher Kelley,1
59799,Luxor,55,Lisa Woods,0
59800,Kafr Al sheikh,45,Chelsey Wilson,0
59801,Alexandria,51,Glen Kelly,1
59802,Qaliubiya,63,Barbara Sampson,0
59803,Port Said,61,Aaron Woodward,1
59804,Qaliubiya,36,Brady Patterson,0
59805,Matrouh,76,George Parks,1
59806,Gharbiya,51,Ashley Bailey,0
59807,Luxor,48,Eric Rodriguez,1
59808,Beheira,29,Jeffrey Bird,0
59809,North Sinai,79,Diana Garcia,0
59810,Assiut,20,Jordan Wilson,0
59811,Gharbiya,60,Richard Buchanan,1
59812,Matrouh,53,Michael Nielsen,0
59813,Kafr Al sheikh,28,Patrick Garrett,1
59814,Port Said,31,Joseph Knapp,1
59815,Cairo,76,Robert Trujillo,0
59816,Luxor,31,Brandy Ford,0
59817,Giza,75,Tyler Love,1
59818,North Sinai,66,Joshua Adams,0
59819,Qena,32,Catherine Lopez,0
59820,Beheira,63,Catherine Fowler,0
59821,Sohag,43,Gregg Lee,0
59822,Beheira,62,Rhonda Bauer,1
59823,Dakahlia,75,Shelly Sullivan,0
59824,North Sinai,46,Jenna Russell,0
59825,Menofia,30,Shannon Guzman,0
59826,Minya,48,Pamela Perez,0
59827,Beni Suef,25,Brenda Ellis DVM,0
59828,Beheira,29,Sherry Gilbert,1
59829,Sharkia,24,Angela Henson,1
59830,Dakahlia,18,Daryl Beard,0
59831,Beni Suef,66,Alexandria Moran,0
59832,New Valley,63,Dean Thomas,0
59833,Beheira,26,Phillip Mosley,0
59834,North Sinai,54,Karen Hickman,0
59835,Suez,44,William Garza,0
59836,Red Sea,34,Jimmy Gallagher,0
59837,Port Said,28,Christopher Pearson,0
59838,Cairo,25,Dr. Jessica Rios,0
59839,Alexandria,21,Elizabeth Villa,1
59840,Qena,55,Scott Martinez,1
59841,Sohag,63,Ashley Hill,0
59842,North Sinai,73,Michelle Olsen,0
59843,Assiut,35,Christian Burke,0
59844,New Valley,42,John Chapman,0
59845,Beni Suef,62,Justin Cox,0
59846,Beheira,77,Mrs. Kimberly Thornton DDS,0
59847,Fayoum,49,Eric Fritz,0
59848,Dakahlia,71,Mr. Joseph Watson,0
59849,Beni Suef,19,Reginald Stout,0
59850,Fayoum,41,Joyce Miller,1
59851,Assiut,43,Brenda Rivera,0
59852,Beni Suef,53,Todd Moses,0
59853,Damietta,19,Annette Rodriguez,0
59854,Matrouh,60,Amy Jones,0
59855,Sharkia,19,Kristina Evans,0
59856,Menofia,67,Vanessa Johnson,1
59857,North Sinai,39,Randy Waters,0
59858,New Valley,70,Joseph Mcconnell,1
59859,Matrouh,27,Michelle Cruz,0
59860,Suez,37,Mary Cline,1
59861,Beni Suef,64,Deborah Williams,1
59862,South Sinai,18,Sarah Townsend,0
59863,Aswan,47,David Scott,1
59864,South Sinai,62,Tyler Moss,0
59865,Beheira,22,Yolanda Palmer,1
59866,Sohag,34,Margaret Reynolds,1
59867,Luxor,46,Gary Hughes,0
59868,Port Said,52,Stacey Holt,0
59869,Alexandria,42,Katherine Morgan,0
59870,Qena,71,Morgan Rivera,0
59871,Cairo,49,Brenda Forbes,1
59872,Sohag,34,Susan Anderson,1
59873,Beheira,59,Mark Hunter,0
59874,Cairo,71,Tyler Bennett,1
59875,Damietta,28,Garrett Berry,0
59876,Damietta,66,Thomas Rodriguez,0
59877,Ismailia,69,David Harris,1
59878,Giza,27,Jamie Brown,0
59879,Alexandria,73,Julia White,1
59880,Matrouh,42,Andrea Jones,1
59881,Alexandria,29,Jacob Price,1
59882,Cairo,77,Jeffrey Golden,0
59883,Gharbiya,38,Christine Reyes,0
59884,Suez,72,Jennifer Hess,1
59885,Qena,74,Eric Frazier,0
59886,Cairo,74,Joshua Singleton,0
59887,Alexandria,80,Jordan Cohen,1
59888,Suez,55,Kimberly Johnson,0
59889,Minya,19,Karen Castaneda,0
59890,Fayoum,19,Jennifer Roberson,1
59891,Qena,26,Alyssa Guerra,1
59892,South Sinai,25,Brenda Allison,0
59893,Fayoum,41,Jasmine Barrera,0
59894,Beheira,74,Nicholas Mccarthy,0
59895,Luxor,56,Jerry Scott,0
59896,Qena,35,John Smith,0
59897,Gharbiya,71,Larry King,1
59898,Luxor,59,Crystal Crosby,1
59899,North Sinai,22,Christina Hernandez,1
59900,Beni Suef,68,Whitney Ford,0
59901,Menofia,68,Kenneth Wells,1
59902,Sohag,41,Timothy Richardson,0
59903,Port Said,35,Gerald Diaz,1
59904,Matrouh,72,Joseph Jenkins,1
59905,Cairo,59,Ashley Everett,1
59906,Fayoum,23,Mr. Benjamin Hartman,1
59907,Qena,73,Lisa Mcdowell,0
59908,Cairo,51,Katie Gonzalez,0
59909,Minya,19,Anna Wilkinson,1
59910,Assiut,49,Wendy Pratt,1
59911,Ismailia,47,Lori Harper,1
59912,Aswan,21,Sherry Berry,1
59913,Aswan,36,Larry Thompson,0
59914,Damietta,36,Heather Aguilar,1
59915,South Sinai,59,Faith Rogers,1
59916,New Valley,30,Jared Carpenter,1
59917,Sohag,36,Christopher Reid,1
59918,Giza,54,Elizabeth Murray,0
59919,Cairo,63,Karen Brooks,1
59920,Assiut,68,Laura Sawyer,1
59921,Minya,41,Barbara Wallace,1
59922,Dakahlia,71,Joseph Nichols,0
59923,Luxor,39,Jamie Martin,0
59924,Red Sea,26,Austin Aguilar,1
59925,Sohag,75,Samantha Fields,1
59926,Port Said,42,Phyllis Montgomery,0
59927,Damietta,44,Brandon Johnson,1
59928,Kafr Al sheikh,55,Abigail Pace DDS,0
59929,Alexandria,67,Jordan Wolf,1
59930,Ismailia,56,Drew Perry,1
59931,Menofia,38,Jose Knox,0
59932,Qena,32,Pamela Santana,1
59933,Aswan,77,Samantha Harrington,1
59934,New Valley,35,Jesse Forbes,1
59935,Beni Suef,46,Deborah Gray,0
59936,Gharbiya,77,Jennifer Reynolds,0
59937,Cairo,22,Dylan Montgomery,0
59938,Luxor,56,Sandra Newman,1
59939,Kafr Al sheikh,55,Anne Rivera,1
59940,Aswan,65,Kevin Huynh,0
59941,Dakahlia,44,Angela Henson,0
59942,Sohag,78,Bonnie Dodson,0
59943,Sharkia,26,Ethan Flores,1
59944,Gharbiya,26,Jeffrey Castro,1
59945,Beni Suef,78,Kelly Austin,1
59946,Giza,53,Anthony Edwards,1
59947,Aswan,38,Jaime Norman,1
59948,Port Said,75,Brian Nixon,0
59949,Sohag,55,Gina Sanchez,1
59950,Menofia,57,Lisa Martin,0
59951,Cairo,24,Daryl Rivas,1
59952,Damietta,53,Kimberly Brooks,0
59953,Fayoum,71,Ruth Reed,0
59954,Giza,62,Jacqueline Ruiz,0
59955,Cairo,79,Maureen Smith,1
59956,North Sinai,33,James Salinas,0
59957,Aswan,72,Matthew Arroyo,1
59958,Kafr Al sheikh,44,Victoria Smith,1
59959,Aswan,39,Patrick Dunn,1
59960,Beni Suef,79,Rachel Mckay,1
59961,Cairo,54,Jamie Parsons,1
59962,Red Sea,59,Kim Ramos,0
59963,Damietta,19,Margaret Patton,0
59964,Cairo,74,Alex Foster,1
59965,Damietta,54,Michael Reed,0
59966,Suez,75,Andrew Drake,1
59967,Sohag,38,James Nixon,1
59968,Port Said,62,Lisa Scott DVM,1
59969,Fayoum,30,Jackie Rose,0
59970,Giza,38,Todd Murphy,0
59971,Kafr Al sheikh,73,Jesus Manning,1
59972,Sharkia,31,Gerald Flores,0
59973,Assiut,70,Susan French,1
59974,North Sinai,74,Emily Ewing,1
59975,Qena,39,Jimmy Young,0
59976,Fayoum,42,Amanda White,0
59977,Alexandria,18,Dustin Dawson,1
59978,Dakahlia,60,David Hughes,1
59979,Qaliubiya,76,Leslie Duncan,1
59980,Cairo,54,Barbara Cooke,1
59981,Aswan,79,James Hernandez,1
59982,Matrouh,40,Aaron Yoder,0
59983,Matrouh,31,Sheri Daniel,0
59984,Aswan,60,Alexander Conner,1
59985,Fayoum,27,Reginald Duffy,1
59986,Damietta,70,Yvonne Brown DDS,0
59987,Sohag,29,Bernard Khan,1
59988,Suez,30,Brandon Scott,1
59989,Assiut,70,Kathryn Boyd,1
59990,North Sinai,46,Jessica Perez,0
59991,Assiut,19,Melvin Collins,0
59992,Luxor,37,Tiffany Moreno,0
59993,South Sinai,72,Nicole Reyes,1
59994,Damietta,63,Phillip Barr,1
59995,South Sinai,79,Jacqueline Smith,0
59996,Qena,21,Keith Esparza,1
59997,Red Sea,69,Joe Bush,0
59998,Suez,32,Marie Hall,0
59999,Luxor,63,Whitney Ward,1
60000,Beni Suef,64,Heather Norton,0
60001,South Sinai,29,Todd Moses,1
60002,New Valley,71,Carrie Torres,0
60003,Red Sea,31,Brian Peters,0
60004,Gharbiya,68,Mary Guzman,0
60005,Alexandria,50,Jaime Rogers,0
60006,Minya,64,Jennifer Santos,1
60007,Luxor,69,Jade Hutchinson,0
60008,Assiut,74,Tonya Hunt,0
60009,Kafr Al sheikh,41,Gregory Diaz,1
60010,Matrouh,58,Dawn Perry,1
60011,Damietta,25,Michelle Meyer,0
60012,Ismailia,50,Robert Fisher,1
60013,Sohag,47,James Moore,0
60014,Sharkia,29,Sheila Lee,1
60015,Alexandria,67,Joshua Cobb,1
60016,Fayoum,21,Richard Warren,0
60017,Dakahlia,75,Kayla Gomez,1
60018,New Valley,79,Audrey Vega,0
60019,Dakahlia,51,Randy Waters,0
60020,Assiut,18,Nicholas Patrick,0
60021,Minya,25,Anthony Moran,0
60022,Red Sea,37,Tammy Cross,1
60023,Giza,37,Megan Smith,1
60024,Alexandria,36,Michelle Harris,0
60025,Qaliubiya,75,April Reeves,0
60026,Menofia,26,Sarah Norton,1
60027,Beni Suef,73,Juan Mitchell,1
60028,New Valley,39,Derek Cox,0
60029,Port Said,51,Paul Craig,1
60030,Qaliubiya,68,Kimberly Kelly,1
60031,Aswan,80,Stephen Dean,1
60032,Assiut,31,Paula Murphy,0
60033,Qena,56,Alejandro Griffith,0
60034,Kafr Al sheikh,24,Diamond Jenkins,1
60035,Assiut,80,Eddie Arnold,0
60036,Ismailia,33,Allison Heath,1
60037,Aswan,68,Phillip Mclean,1
60038,Luxor,70,Hannah Thomas,1
60039,Menofia,22,Mary Weaver,1
60040,Matrouh,48,David Diaz,1
60041,Red Sea,71,Robert Parks,1
60042,Beheira,24,Tracy Long,1
60043,Kafr Al sheikh,69,Laurie Montgomery,0
60044,Beheira,60,Brittany Williams,0
60045,Kafr Al sheikh,62,Michelle Campbell,1
60046,Matrouh,77,Christopher Williams,1
60047,Assiut,54,Lindsay Baker,0
60048,Suez,33,Bobby Jenkins,1
60049,Sohag,21,Michelle Ross,1
60050,Suez,40,Jennifer Ferguson,0
60051,Port Said,54,Brian Leblanc,1
60052,Damietta,47,Brent Deleon,1
60053,Sharkia,55,Cody Cook,1
60054,Minya,79,Robert Santos,1
60055,Luxor,57,Allison Lee,1
60056,South Sinai,64,Wayne Lewis,1
60057,Damietta,39,Larry Thompson,1
60058,Suez,37,Peter Owens,1
60059,Sharkia,59,Jose Petersen,1
60060,Fayoum,65,Sandra Graves,0
60061,Damietta,73,Lisa Curtis,1
60062,Dakahlia,67,Deborah Page,0
60063,Red Sea,71,Taylor Pierce,0
60064,Damietta,41,Joy Hunt,0
60065,Matrouh,46,Joseph Peters,1
60066,Gharbiya,52,Lisa Haley,1
60067,Kafr Al sheikh,24,Christine Davis,0
60068,Qena,46,Joseph Huynh,0
60069,Aswan,73,Sara Holloway,1
60070,Damietta,55,Joel Phillips,0
60071,Port Said,34,Michael Ruiz,1
60072,South Sinai,32,Tammy Mcdaniel,1
60073,Qaliubiya,19,Joseph Stark,1
60074,South Sinai,35,Jacqueline Reeves,0
60075,Assiut,80,Bryce Sanchez,0
60076,Damietta,61,Yvonne Mccoy,1
60077,Fayoum,76,Tara Garcia,0
60078,South Sinai,60,Sharon Brown,1
60079,Beni Suef,24,Lisa Herrera,1
60080,Sohag,18,Kari Davis,1
60081,Red Sea,24,Bryan Patel,0
60082,Damietta,74,Monica King,0
60083,Ismailia,29,Jacob Wells,1
60084,Aswan,55,Cindy Rodriguez,1
60085,Aswan,63,Amanda Harmon,1
60086,Menofia,76,Maureen Mitchell,1
60087,Fayoum,57,Cassandra Gregory,1
60088,Gharbiya,59,Timothy Alexander,0
60089,Ismailia,64,James Johnson,1
60090,Giza,63,Janet Alexander,0
60091,Gharbiya,76,Jeffrey Oliver,1
60092,Alexandria,57,Dawn Cole,1
60093,Damietta,28,Mrs. Haley Green,0
60094,Menofia,78,Scott Becker,0
60095,Cairo,69,Samantha Foster,1
60096,Sharkia,68,Timothy Powell,0
60097,North Sinai,67,Anthony Collins,1
60098,Damietta,25,Rebekah Zavala,1
60099,Kafr Al sheikh,78,Lori Chen,0
60100,New Valley,30,Austin Best,0
60101,Sohag,31,Kimberly Jones,0
60102,Ismailia,52,Margaret Johnson,1
60103,Fayoum,66,David Smith MD,0
60104,Dakahlia,61,Nathan Reyes,1
60105,Minya,27,Eric Willis,0
60106,Qena,28,Tara Evans,1
60107,South Sinai,77,Douglas Silva,0
60108,Menofia,78,Linda Sanchez,1
60109,Giza,44,Austin Young,0
60110,Beheira,46,Douglas Wilson,0
60111,Fayoum,64,Michael Jenkins,0
60112,Kafr Al sheikh,64,Andrew Vance,0
60113,Qaliubiya,61,David Skinner,0
60114,Qaliubiya,69,Courtney Hawkins,1
60115,Port Said,49,Anna Russell MD,1
60116,Beni Suef,50,Teresa Castro,1
60117,Minya,53,Jason Ray MD,0
60118,Port Said,32,Edward Jones,1
60119,Sharkia,69,Daniel Mora,0
60120,Aswan,27,Troy Nguyen,0
60121,Ismailia,67,Tyler Cobb Jr.,1
60122,Dakahlia,19,Chelsea Allison,0
60123,Kafr Al sheikh,19,Gina Clark,1
60124,Assiut,39,Shannon Rhodes,1
60125,Giza,22,Justin Valdez,1
60126,New Valley,29,Michael Bell,1
60127,Giza,61,Spencer Werner,1
60128,North Sinai,32,Carrie Harrington,0
60129,Sohag,55,Norma Watson,1
60130,Dakahlia,48,Kenneth Le,1
60131,New Valley,70,David Reynolds MD,0
60132,Dakahlia,72,Brenda Valdez,0
60133,Menofia,75,Fernando George,1
60134,Dakahlia,76,Mary Davies,1
60135,Damietta,68,David Villarreal,1
60136,Suez,76,Nicole Logan,0
60137,South Sinai,44,Jeffrey Riley,1
60138,Kafr Al sheikh,73,Patrick Brown,0
60139,Kafr Al sheikh,55,Jeremy Harvey,1
60140,Damietta,38,Terrance Martinez,0
60141,North Sinai,29,Noah Reyes,1
60142,Gharbiya,51,John Martinez,0
60143,Damietta,43,Joshua Mcgrath,0
60144,Port Said,69,Amber Walker,0
60145,Aswan,61,Gina Sanchez,1
60146,Red Sea,56,Christian Adkins,1
60147,Luxor,27,Veronica Kline,1
60148,Dakahlia,52,Samantha Wilson,0
60149,Matrouh,50,Peter Coleman,0
60150,Red Sea,72,Jessica Webb,1
60151,Sharkia,56,Alyssa Rojas,1
60152,Alexandria,46,Lucas Ray,0
60153,Suez,79,Seth Moss,1
60154,Sharkia,35,Amanda Torres,1
60155,Port Said,72,Paul Williams,1
60156,South Sinai,60,Christopher Hubbard,1
60157,Dakahlia,76,Mary Lee,1
60158,Dakahlia,26,Shannon Diaz,1
60159,Luxor,80,William Jackson,1
60160,Beni Suef,47,Scott Wright,1
60161,Red Sea,68,Kara Jenkins,1
60162,New Valley,73,Rachel Campbell,1
60163,Fayoum,74,Shelly Sullivan,1
60164,Port Said,56,Francisco Brown,0
60165,Minya,19,Luke Bailey,1
60166,Menofia,45,Ryan Hughes,1
60167,Alexandria,44,Mr. William Maldonado,0
60168,Damietta,60,Vincent Smith,1
60169,Qaliubiya,41,Taylor Boyle,1
60170,Kafr Al sheikh,32,Jeffrey Henderson,1
60171,Port Said,65,Caroline Jenkins,0
60172,Sohag,45,Diana Meyer,0
60173,Menofia,27,Barbara Wallace,1
60174,Giza,21,Kristin Morgan,0
60175,Qaliubiya,44,Daniel Kelly,1
60176,Damietta,54,Julia Orr,0
60177,Suez,72,William Scott,0
60178,Alexandria,50,Erica Jordan,1
60179,Dakahlia,45,Tony Preston,1
60180,North Sinai,19,Stephen Taylor,1
60181,Aswan,70,Aaron Carpenter,0
60182,North Sinai,71,Chris Jones,1
60183,Port Said,20,Charles Diaz,1
60184,South Sinai,26,James Fletcher,0
60185,Aswan,24,Melinda Graham,1
60186,Qaliubiya,44,Kelsey Bennett,1
60187,Ismailia,44,Barbara Brooks,1
60188,Alexandria,47,Kyle Williams,1
60189,Luxor,77,Jade Adkins,0
60190,Giza,26,Willie Carney,1
60191,Beheira,67,Jamie Moore,1
60192,Menofia,78,Angela Reed,1
60193,Qena,58,Mallory Mann,0
60194,Aswan,30,Veronica Roberts,1
60195,South Sinai,66,Samantha Cisneros,1
60196,Qaliubiya,26,Elizabeth Hayden,1
60197,Fayoum,57,Eric Bailey,1
60198,Sharkia,56,David Romero,0
60199,Alexandria,39,Johnny Jones,1
60200,Cairo,79,Vincent Foster,0
60201,Alexandria,75,Emily Mcdonald,0
60202,Beni Suef,27,Andrew Coleman,0
60203,Aswan,59,Eddie Parsons,0
60204,Suez,70,David Crawford,0
60205,Menofia,65,Kelsey Anderson,0
60206,New Valley,49,Mary Lynch,0
60207,Qaliubiya,32,Peter Mann,1
60208,Cairo,68,Heather Holland,1
60209,Port Said,21,Todd Summers,1
60210,Damietta,77,Nicole Cooke,1
60211,Ismailia,56,James Gomez,1
60212,Port Said,59,Todd Summers,0
60213,Fayoum,73,Richard Christensen,1
60214,Assiut,69,Mr. Jeffrey Collins MD,1
60215,North Sinai,24,Kevin Fisher,0
60216,Ismailia,38,Carlos Arnold,0
60217,Qena,57,Tracy Rose,0
60218,New Valley,45,Alexander Mendez,1
60219,Beheira,38,Tracy Weber,0
60220,Sharkia,26,Angela Mitchell,0
60221,Suez,39,Jeremy Gilbert,1
60222,Beni Suef,46,Matthew Carter,1
60223,South Sinai,80,William Walker,0
60224,Ismailia,32,Susan Lewis,1
60225,Aswan,28,Jennifer Wilson,0
60226,Assiut,75,Angela Mcdaniel,1
60227,Minya,71,Linda Perez,0
60228,Port Said,20,Mary Wilson,1
60229,Port Said,24,Angela Valdez,1
60230,Matrouh,45,Samantha Wilson,1
60231,Qaliubiya,80,Lindsey Schwartz,0
60232,Cairo,77,Christina Rodriguez,0
60233,Red Sea,23,Thomas Griffith,1
60234,Assiut,54,Marisa Rangel,0
60235,Assiut,18,Ronald Lambert,1
60236,Sohag,71,Gene Cochran,0
60237,Matrouh,67,Emily Barron,1
60238,Qena,75,Joshua Mendoza,1
60239,Port Said,41,Erica Gonzalez,0
60240,New Valley,50,James Pope,0
60241,Aswan,54,Lucas Carter,0
60242,Sharkia,24,Nathan Gonzalez,1
60243,Beni Suef,76,Cheryl Mclaughlin,0
60244,North Sinai,46,Raymond Wilson,1
60245,Port Said,40,Paul Henderson,1
60246,Beni Suef,67,Pamela Kim,0
60247,Sohag,50,Andrew Moore,1
60248,Menofia,77,Michelle Lopez,0
60249,Gharbiya,44,Clinton Barrera,1
60250,Kafr Al sheikh,64,Michael Newman,1
60251,Suez,80,Eric Rodriguez,1
60252,Sohag,47,William Mann,1
60253,Kafr Al sheikh,78,Melissa Cordova,0
60254,Qaliubiya,64,Brian Delacruz,0
60255,Luxor,55,Dylan Brown,1
60256,Damietta,33,Lisa Miller,1
60257,Port Said,54,Shirley Thomas,1
60258,Damietta,72,Jeffrey Ferguson,0
60259,Dakahlia,75,Chase Johnson,1
60260,Matrouh,42,Stephen Arias,1
60261,Ismailia,28,George Contreras,0
60262,Minya,42,Tammy Martinez,1
60263,North Sinai,53,Susan Brown,1
60264,Beheira,69,Brenda Figueroa,0
60265,Sohag,39,Richard Lambert,1
60266,Alexandria,32,Kimberly Klein,0
60267,Giza,19,Ariel Clark,0
60268,Ismailia,80,Taylor Esparza,1
60269,New Valley,37,Jerry Weber,1
60270,Damietta,35,Melissa Robles,1
60271,Aswan,31,Miranda Mason,0
60272,Beni Suef,46,Jonathan Quinn,1
60273,Beheira,35,Miranda Dixon,0
60274,Giza,22,Tabitha Smith,1
